episode_rewards,episode_std_rewards,episode_stderr_rewards,episode_avg_len,episode_std_avg_len,dim0,dim1,offset1,offset2,magnitude,grid_size
174.32923889160156,6.870167255401611,1.3740334510803223,1000.0,0.0,-1.0,-1.0,-15.0,-15.0,3.0,31
177.12347412109375,14.537444114685059,2.9074888229370117,1000.0,0.0,-1.0,-0.9333333333333333,-15.0,-14.0,3.0,31
176.84864807128906,6.495380401611328,1.2990760803222656,1000.0,0.0,-1.0,-0.8666666666666667,-15.0,-13.0,3.0,31
180.0780487060547,8.21943473815918,1.6438869476318358,1000.0,0.0,-1.0,-0.8,-15.0,-12.0,3.0,31
183.06796264648438,8.296224594116211,1.659244918823242,1000.0,0.0,-1.0,-0.7333333333333333,-15.0,-11.0,3.0,31
183.34677124023438,10.533289909362793,2.1066579818725586,1000.0,0.0,-1.0,-0.6666666666666666,-15.0,-10.0,3.0,31
182.40798950195312,8.741166114807129,1.7482332229614257,1000.0,0.0,-1.0,-0.6,-15.0,-9.0,3.0,31
182.88787841796875,8.702441215515137,1.7404882431030273,1000.0,0.0,-1.0,-0.5333333333333333,-15.0,-8.0,3.0,31
185.00054931640625,12.7752046585083,2.5550409317016602,1000.0,0.0,-1.0,-0.4666666666666667,-15.0,-7.0,3.0,31
207.83358764648438,41.26105880737305,8.252211761474609,1000.0,0.0,-1.0,-0.4,-15.0,-6.0,3.0,31
211.22039794921875,42.43310546875,8.48662109375,1000.0,0.0,-1.0,-0.3333333333333333,-15.0,-5.0,3.0,31
225.8670654296875,50.94091033935547,10.188182067871093,1000.0,0.0,-1.0,-0.26666666666666666,-15.0,-4.0,3.0,31
236.513671875,54.23644256591797,10.847288513183594,1000.0,0.0,-1.0,-0.2,-15.0,-3.0,3.0,31
210.2956085205078,51.45625686645508,10.291251373291015,1000.0,0.0,-1.0,-0.13333333333333333,-15.0,-2.0,3.0,31
196.93267822265625,35.62644577026367,7.1252891540527346,1000.0,0.0,-1.0,-0.06666666666666667,-15.0,-1.0,3.0,31
184.5512237548828,15.93708324432373,3.187416648864746,1000.0,0.0,-1.0,0.0,-15.0,0.0,3.0,31
181.10531616210938,16.311809539794922,3.2623619079589843,1000.0,0.0,-1.0,0.06666666666666667,-15.0,1.0,3.0,31
183.2353973388672,15.032938957214355,3.006587791442871,1000.0,0.0,-1.0,0.13333333333333333,-15.0,2.0,3.0,31
179.70989990234375,13.904211044311523,2.7808422088623046,1000.0,0.0,-1.0,0.2,-15.0,3.0,3.0,31
178.8921661376953,12.820207595825195,2.564041519165039,1000.0,0.0,-1.0,0.26666666666666666,-15.0,4.0,3.0,31
180.2945556640625,12.2019624710083,2.44039249420166,1000.0,0.0,-1.0,0.3333333333333333,-15.0,5.0,3.0,31
176.88087463378906,9.614510536193848,1.9229021072387695,1000.0,0.0,-1.0,0.4,-15.0,6.0,3.0,31
176.92007446289062,7.61077880859375,1.52215576171875,1000.0,0.0,-1.0,0.4666666666666667,-15.0,7.0,3.0,31
180.74301147460938,10.413885116577148,2.0827770233154297,1000.0,0.0,-1.0,0.5333333333333333,-15.0,8.0,3.0,31
179.53042602539062,13.616264343261719,2.723252868652344,1000.0,0.0,-1.0,0.6,-15.0,9.0,3.0,31
206.3401336669922,48.59309005737305,9.718618011474609,1000.0,0.0,-1.0,0.6666666666666666,-15.0,10.0,3.0,31
218.4795379638672,56.93724822998047,11.387449645996094,1000.0,0.0,-1.0,0.7333333333333333,-15.0,11.0,3.0,31
218.42800903320312,55.18146896362305,11.03629379272461,1000.0,0.0,-1.0,0.8,-15.0,12.0,3.0,31
