episode_rewards,episode_std_rewards,episode_stderr_rewards,episode_avg_len,episode_std_avg_len,dim0,dim1,offset1,offset2,magnitude,grid_size
210.99142456054688,43.05095291137695,8.61019058227539,1000.0,0.0,-1.0,-1.0,-15.0,-15.0,3.0,31
226.5693359375,60.137481689453125,12.027496337890625,1000.0,0.0,-1.0,-0.9333333333333333,-15.0,-14.0,3.0,31
234.6352996826172,67.02037048339844,13.404074096679688,1000.0,0.0,-1.0,-0.8666666666666667,-15.0,-13.0,3.0,31
231.5321044921875,58.144569396972656,11.628913879394531,1000.0,0.0,-1.0,-0.8,-15.0,-12.0,3.0,31
236.38018798828125,54.24823760986328,10.849647521972656,1000.0,0.0,-1.0,-0.7333333333333333,-15.0,-11.0,3.0,31
249.98779296875,52.25922393798828,10.451844787597656,1000.0,0.0,-1.0,-0.6666666666666666,-15.0,-10.0,3.0,31
216.72103881835938,55.85140609741211,11.170281219482423,1000.0,0.0,-1.0,-0.6,-15.0,-9.0,3.0,31
199.24046325683594,26.313064575195312,5.262612915039062,1000.0,0.0,-1.0,-0.5333333333333333,-15.0,-8.0,3.0,31
184.63938903808594,15.325552940368652,3.0651105880737304,1000.0,0.0,-1.0,-0.4666666666666667,-15.0,-7.0,3.0,31
184.74659729003906,14.90902328491211,2.9818046569824217,1000.0,0.0,-1.0,-0.4,-15.0,-6.0,3.0,31
179.06333923339844,13.684965133666992,2.7369930267333986,1000.0,0.0,-1.0,-0.3333333333333333,-15.0,-5.0,3.0,31
179.45953369140625,13.824600219726562,2.7649200439453123,1000.0,0.0,-1.0,-0.26666666666666666,-15.0,-4.0,3.0,31
184.5030517578125,14.246553421020508,2.8493106842041014,1000.0,0.0,-1.0,-0.2,-15.0,-3.0,3.0,31
192.41957092285156,26.3109073638916,5.2621814727783205,1000.0,0.0,-1.0,-0.13333333333333333,-15.0,-2.0,3.0,31
196.10479736328125,34.4783821105957,6.8956764221191404,1000.0,0.0,-1.0,-0.06666666666666667,-15.0,-1.0,3.0,31
194.9268341064453,36.46425247192383,7.292850494384766,1000.0,0.0,-1.0,0.0,-15.0,0.0,3.0,31
